,home_score,home_xg,home_manager,away_score,away_xg,away_manager,date,time,attendance,referee
0,1,1.8,Simone Inzaghi,3,1.4,Siniša Mihajlović,2017-12-11,21:00,20000,Piero Giacomelli 
