player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Alexandre Lacazette,FW,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,10.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,6.0,8.0,75.0,0.0,6.0,0.0,1.0,1.0,100.0,9.0,4.0,5.0,80.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,7.0,3.0,1.0,12.0,100.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,17.0,7.0,41.2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Eddie Nketiah,FW,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,1.0,0.1,0.1,0.2,2.0,0.0,5.0,5.0,100.0,0.0,7.0,1.0,1.0,2.0,66.0,12.0,3.0,3.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,9.0,50.0,1.0,0.0,30.0,22.0,0.0,0.0,0.0,0.0,14.0,7.0,50.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pierre-Emerick Aubameyang,"LW,FW",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,11.0,1.0,0.0,2.0,0.0,0.0,0.2,3.0,0.0,25.0,31.0,80.6,3.0,28.0,6.0,0.0,1.0,386.0,68.0,15.0,17.0,88.2,9.0,12.0,75.0,1.0,2.0,50.0,2.0,0.0,2.0,1.0,27.0,4.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,18.0,7.0,6.0,3.0,23.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,36.4,2.0,2.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,17.0,23.0,4.0,35.0,0.0,0.0,0.0,157.0,92.0,4.0,1.0,2.0,1.0,44.0,27.0,61.4,10.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,25.0
Willian,"RW,RM",64.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,14.0,3.0,0.0,1.0,0.2,0.2,0.0,3.0,0.0,28.0,34.0,82.4,1.0,33.0,5.0,1.0,1.0,484.0,72.0,12.0,14.0,85.7,14.0,17.0,82.4,2.0,3.0,66.7,1.0,0.0,0.0,0.0,29.0,5.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,24.0,5.0,5.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,33.3,2.0,2.0,14.3,8.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,16.0,23.0,4.0,36.0,100.0,1.0,0.0,154.0,71.0,1.0,0.0,0.0,1.0,32.0,26.0,81.3,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
Nicolas Pépé,RM,26.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,5.0,12.0,41.7,0.0,15.0,4.0,1.0,1.0,56.0,24.0,4.0,5.0,80.0,1.0,2.0,50.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,10.0,2.0,14.0,100.0,1.0,0.0,134.0,104.0,1.0,1.0,0.0,1.0,13.0,12.0,92.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mohamed Elneny,DM,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,11.0,0.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,53.0,56.0,94.6,4.0,57.0,4.0,0.0,1.0,1168.0,226.0,14.0,15.0,93.3,28.0,28.0,100.0,11.0,13.0,84.6,1.0,7.0,1.0,0.0,55.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,7.0,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,27.3,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,36.0,5.0,0.0,60.0,0.0,0.0,0.0,248.0,127.0,0.0,0.0,0.0,3.0,54.0,50.0,92.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0
Thomas Partey,DM,45.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,38.0,6.0,1.0,2.0,0.0,0.4,0.4,0.0,1.0,0.0,28.0,33.0,84.8,5.0,34.0,8.0,3.0,3.0,639.0,105.0,7.0,9.0,77.8,15.0,16.0,93.8,6.0,8.0,75.0,0.0,5.0,0.0,0.0,30.0,3.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,7.0,3.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,3.0,50.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,27.0,7.0,1.0,36.0,100.0,3.0,0.0,167.0,97.0,0.0,0.0,1.0,0.0,29.0,29.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Dani Ceballos,DM,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,27.0,32.0,84.4,4.0,31.0,6.0,1.0,1.0,564.0,104.0,8.0,10.0,80.0,14.0,16.0,87.5,5.0,6.0,83.3,0.0,3.0,1.0,0.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,4.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,35.3,12.0,5.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,16.0,22.0,11.0,0.0,39.0,100.0,1.0,0.0,250.0,165.0,2.0,0.0,0.0,3.0,29.0,27.0,93.1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Bukayo Saka,"WB,LM",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,29.0,40.0,72.5,6.0,38.0,6.0,0.0,0.0,433.0,107.0,16.0,20.0,80.0,12.0,16.0,75.0,1.0,4.0,25.0,0.0,4.0,0.0,0.0,35.0,5.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,24.0,8.0,8.0,30.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,19.0,16.0,19.0,3.0,47.0,0.0,0.0,0.0,209.0,126.0,2.0,1.0,1.0,4.0,46.0,38.0,82.6,3.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0
Héctor Bellerín,"WB,RB",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,53.0,64.0,82.8,7.0,50.0,6.0,2.0,2.0,908.0,320.0,23.0,26.0,88.5,25.0,29.0,86.2,3.0,7.0,42.9,0.0,6.0,1.0,0.0,59.0,5.0,0.0,0.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,41.0,13.0,10.0,7.0,46.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,8.0,23.0,32.0,22.0,2.0,69.0,100.0,2.0,0.0,214.0,144.0,1.0,0.0,1.0,0.0,50.0,47.0,94.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,66.7
