player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Alexandre Lacazette,FW,72.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,22.0,24.0,1.0,1.0,2.0,1.2,1.2,0.0,1.0,0.0,11.0,13.0,84.6,0.0,9.0,2.0,0.0,0.0,223.0,13.0,3.0,4.0,75.0,7.0,8.0,87.5,1.0,1.0,100.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,25.0,4.0,13.0,7.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,13.0,6.0,5.0,19.0,0.0,0.0,0.0,34.0,15.0,0.0,2.0,1.0,1.0,15.0,9.0,60.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,75.0
Eddie Nketiah,LW,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pierre-Emerick Aubameyang,"LW,FW",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,25.0,44.0,0.0,14.0,5.0,0.0,1.0,160.0,8.0,5.0,9.0,55.6,6.0,11.0,54.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,14.0,6.0,5.0,2.0,17.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,6.0,20.7,4.0,20.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,14.0,10.0,2.0,26.0,0.0,0.0,0.0,111.0,72.0,2.0,1.0,0.0,0.0,39.0,22.0,56.4,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,75.0
Willian,RW,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,2.0,1.0,0.0,0.0,0.4,1.0,0.0,8.0,10.0,80.0,2.0,11.0,1.0,0.0,0.0,221.0,69.0,2.0,3.0,66.7,3.0,4.0,75.0,3.0,3.0,100.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.3,4.0,5.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,6.0,4.0,0.0,14.0,0.0,0.0,0.0,49.0,19.0,0.0,0.0,0.0,2.0,18.0,11.0,61.1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Nicolas Pépé,RW,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,0.0,6.0,2.0,0.0,1.0,43.0,0.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.9,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,1.0,8.0,0.0,0.0,0.0,45.0,42.0,1.0,0.0,0.0,1.0,9.0,5.0,55.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Granit Xhaka,DM,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,75.9,0.0,20.0,2.0,0.0,1.0,388.0,60.0,12.0,15.0,80.0,7.0,10.0,70.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,1.0,24.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,22.2,3.0,5.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,8.0,21.0,18.0,3.0,0.0,40.0,0.0,0.0,0.0,41.0,23.0,0.0,0.0,1.0,1.0,24.0,24.0,100.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0
Dani Ceballos,DM,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,11.0,2.0,0.0,1.0,0.0,0.0,0.4,1.0,0.0,12.0,16.0,75.0,1.0,15.0,1.0,0.0,0.0,258.0,107.0,5.0,6.0,83.3,5.0,5.0,100.0,2.0,4.0,50.0,1.0,2.0,0.0,0.0,15.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,4.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,18.2,8.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,15.0,10.0,3.0,0.0,22.0,0.0,0.0,0.0,114.0,63.0,1.0,0.0,0.0,1.0,14.0,12.0,85.7,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Mohamed Elneny,DM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,35.0,85.7,1.0,26.0,2.0,1.0,1.0,535.0,56.0,14.0,15.0,93.3,14.0,15.0,93.3,2.0,5.0,40.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,5.0,3.0,30.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.3,4.0,5.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,6.0,23.0,20.0,2.0,1.0,42.0,100.0,1.0,0.0,135.0,49.0,0.0,0.0,1.0,1.0,29.0,26.0,89.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0
Ainsley Maitland-Niles,WB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,27.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,66.7,1.0,23.0,2.0,0.0,1.0,367.0,64.0,10.0,14.0,71.4,8.0,9.0,88.9,2.0,6.0,33.3,0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,3.0,5.0,22.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,100.0,0.0,8.0,29.6,10.0,15.0,2.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,19.0,25.0,7.0,2.0,46.0,0.0,0.0,0.0,163.0,108.0,1.0,1.0,2.0,1.0,34.0,26.0,76.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0
Héctor Bellerín,WB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,41.0,75.6,1.0,22.0,4.0,2.0,2.0,490.0,137.0,13.0,16.0,81.3,11.0,14.0,78.6,3.0,5.0,60.0,0.0,1.0,1.0,0.0,33.0,8.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,13.0,5.0,4.0,27.0,4.0,6.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,2.0,14.3,6.0,7.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,5.0,28.0,15.0,7.0,1.0,41.0,100.0,2.0,0.0,151.0,111.0,0.0,1.0,0.0,0.0,24.0,21.0,87.5,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,100.0
