player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Roberto Firmino,FW,89.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,55.0,8.0,1.0,0.0,3.0,0.2,0.2,0.0,1.0,0.0,38.0,47.0,80.9,8.0,30.0,5.0,1.0,2.0,654.0,172.0,23.0,29.0,79.3,11.0,13.0,84.6,4.0,4.0,100.0,0.0,1.0,3.0,0.0,47.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,8.0,4.0,7.0,38.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,50.0,3.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,19.0,37.0,12.0,55.0,50.0,1.0,1.0,163.0,63.0,1.0,2.0,1.0,0.0,65.0,43.0,66.2,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,50.0
Divock Origi,FW,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadio Mané,LW,90.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,57.0,5.0,1.0,0.0,3.0,0.8,0.8,0.0,3.0,0.0,30.0,43.0,69.8,3.0,39.0,8.0,1.0,2.0,557.0,95.0,15.0,20.0,75.0,11.0,14.0,78.6,4.0,6.0,66.7,1.0,3.0,0.0,0.0,43.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,30.0,8.0,5.0,11.0,29.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,4.0,80.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,4.0,20.0,37.0,7.0,57.0,50.0,1.0,0.0,266.0,144.0,3.0,1.0,3.0,1.0,70.0,47.0,67.1,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
Mohamed Salah,RW,90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,72.0,9.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,53.0,58.0,91.4,4.0,51.0,11.0,0.0,1.0,721.0,139.0,37.0,40.0,92.5,12.0,13.0,92.3,3.0,4.0,75.0,0.0,1.0,4.0,0.0,55.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,5.0,4.0,40.0,15.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.2,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,52.0,14.0,69.0,0.0,0.0,0.0,261.0,159.0,3.0,1.0,5.0,5.0,78.0,63.0,80.8,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0
Georginio Wijnaldum,CM,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,6.0,2.0,0.0,3.0,0.0,0.0,0.3,3.0,0.0,53.0,55.0,96.4,3.0,37.0,4.0,0.0,2.0,916.0,208.0,25.0,27.0,92.6,24.0,24.0,100.0,4.0,4.0,100.0,3.0,4.0,1.0,1.0,53.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,4.0,7.0,4.0,44.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,33.3,1.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,7.0,40.0,25.0,1.0,64.0,0.0,1.0,0.0,201.0,83.0,4.0,0.0,0.0,0.0,50.0,46.0,92.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,44.4
Curtis Jones,CM,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,9.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,74.0,80.0,92.5,4.0,74.0,13.0,4.0,5.0,1308.0,257.0,34.0,36.0,94.4,32.0,33.0,97.0,7.0,10.0,70.0,0.0,13.0,1.0,0.0,79.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,3.0,2.0,8.0,70.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,100.0,0.0,4.0,44.4,1.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,10.0,52.0,36.0,0.0,89.0,80.0,4.0,0.0,416.0,194.0,1.0,0.0,2.0,0.0,83.0,79.0,95.2,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
Alex Oxlade-Chamberlain,CM,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.1,0.1,0.2,1.0,0.0,6.0,9.0,66.7,3.0,9.0,3.0,0.0,0.0,136.0,53.0,0.0,2.0,0.0,6.0,6.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,13.0,0.0,0.0,0.0,65.0,46.0,2.0,0.0,1.0,1.0,12.0,12.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jordan Henderson,DM,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,169.0,9.0,1.0,1.0,2.0,0.1,0.1,0.1,5.0,0.0,141.0,160.0,88.1,19.0,138.0,23.0,1.0,1.0,2652.0,745.0,60.0,63.0,95.2,64.0,67.0,95.5,17.0,27.0,63.0,1.0,37.0,6.0,0.0,159.0,1.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,127.0,9.0,24.0,16.0,139.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,55.6,4.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,17.0,126.0,48.0,1.0,168.0,100.0,1.0,0.0,811.0,538.0,14.0,0.0,0.0,1.0,152.0,146.0,96.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
Andrew Robertson,LB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,63.0,84.0,75.0,8.0,44.0,5.0,0.0,1.0,1344.0,321.0,21.0,27.0,77.8,31.0,36.0,86.1,9.0,15.0,60.0,1.0,4.0,2.0,1.0,68.0,16.0,1.0,0.0,1.0,7.0,7.0,4.0,1.0,3.0,0.0,50.0,19.0,15.0,62.0,4.0,7.0,11.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,66.7,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,23.0,29.0,45.0,4.0,77.0,0.0,1.0,0.0,182.0,95.0,1.0,1.0,0.0,0.0,67.0,57.0,85.1,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,50.0
Fabinho,CB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,78.0,87.0,89.7,9.0,63.0,14.0,1.0,1.0,1632.0,501.0,23.0,26.0,88.5,40.0,43.0,93.0,15.0,17.0,88.2,0.0,9.0,1.0,0.0,84.0,3.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,10.0,13.0,13.0,62.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,8.0,33.0,66.0,6.0,0.0,95.0,100.0,1.0,0.0,394.0,267.0,2.0,0.0,1.0,0.0,63.0,62.0,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,1.0,90.0
