player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Danny Ings,FW,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,39.0,21.0,1.0,0.0,3.0,0.1,0.1,0.2,3.0,0.0,17.0,29.0,58.6,4.0,22.0,2.0,0.0,1.0,239.0,80.0,11.0,14.0,78.6,4.0,6.0,66.7,1.0,6.0,16.7,2.0,2.0,2.0,0.0,29.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,8.0,7.0,3.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,7.0,33.3,3.0,7.0,11.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,17.0,22.0,5.0,39.0,0.0,1.0,0.0,63.0,44.0,0.0,1.0,2.0,0.0,46.0,30.0,65.2,17.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,40.0
Che Adams,FW,83.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,36.0,10.0,1.0,0.0,1.0,0.3,0.3,0.0,1.0,0.0,15.0,21.0,71.4,2.0,27.0,3.0,2.0,3.0,197.0,36.0,11.0,13.0,84.6,4.0,5.0,80.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,3.0,5.0,14.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17.0,20.0,3.0,36.0,66.7,2.0,0.0,91.0,48.0,1.0,0.0,3.0,5.0,54.0,29.0,53.7,10.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
Shane Long,FW,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,2.0,12.0,5.0,41.7,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,66.7
Moussa Djenepo,LM,54.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,19.0,11.0,1.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,11.0,14.0,78.6,0.0,14.0,1.0,2.0,2.0,153.0,11.0,7.0,8.0,87.5,4.0,5.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,27.3,1.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,5.0,3.0,19.0,100.0,2.0,0.0,30.0,12.0,0.0,0.0,3.0,0.0,20.0,13.0,65.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Nathan Redmond,LM,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,9.0,10.0,90.0,1.0,13.0,2.0,1.0,2.0,111.0,40.0,7.0,8.0,87.5,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,100.0,0.0,2.0,28.6,0.0,5.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,11.0,12.0,2.0,21.0,50.0,1.0,0.0,55.0,29.0,0.0,1.0,0.0,2.0,19.0,12.0,63.2,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
Stuart Armstrong,RM,90.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,15.0,4.0,0.0,1.0,0.1,0.1,0.3,3.0,1.0,31.0,39.0,79.5,6.0,31.0,5.0,0.0,3.0,456.0,119.0,20.0,23.0,87.0,9.0,11.0,81.8,2.0,2.0,100.0,2.0,3.0,3.0,1.0,38.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,7.0,1.0,12.0,25.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,5.0,40.0,3.0,5.0,33.3,1.0,12.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,31.0,21.0,2.0,53.0,0.0,0.0,0.0,202.0,83.0,3.0,0.0,2.0,3.0,56.0,41.0,73.2,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Oriol Romeu,DM,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,82.0,19.0,5.0,2.0,3.0,0.1,0.1,0.0,1.0,0.0,54.0,66.0,81.8,3.0,43.0,6.0,0.0,0.0,959.0,106.0,25.0,28.0,89.3,21.0,24.0,87.5,7.0,11.0,63.6,1.0,3.0,0.0,0.0,65.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6.0,16.0,16.0,45.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,66.7,1.0,5.0,26.3,5.0,12.0,2.0,1.0,0.0,2.0,7.0,1.0,0.0,2.0,20.0,55.0,14.0,1.0,81.0,0.0,0.0,0.0,245.0,114.0,3.0,0.0,1.0,1.0,57.0,53.0,93.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,50.0
James Ward-Prowse,DM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,17.0,2.0,1.0,2.0,0.0,0.0,0.4,3.0,0.0,49.0,68.0,72.1,1.0,28.0,0.0,0.0,0.0,801.0,238.0,25.0,27.0,92.6,19.0,23.0,82.6,5.0,16.0,31.3,3.0,0.0,0.0,0.0,61.0,7.0,2.0,0.0,7.0,0.0,2.0,5.0,3.0,2.0,0.0,39.0,8.0,21.0,10.0,52.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,5.0,40.0,3.0,5.0,29.4,5.0,11.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,17.0,51.0,11.0,0.0,70.0,0.0,0.0,0.0,87.0,46.0,0.0,0.0,1.0,0.0,53.0,48.0,90.6,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,100.0
Ryan Bertrand,LB,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,76.0,14.0,4.0,2.0,1.0,0.3,0.3,0.0,0.0,0.0,52.0,69.0,75.4,5.0,36.0,2.0,1.0,1.0,810.0,326.0,35.0,38.0,92.1,11.0,16.0,68.8,5.0,10.0,50.0,0.0,3.0,1.0,0.0,47.0,22.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,13.0,23.0,42.0,2.0,3.0,19.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,1.0,2.0,50.0,1.0,6.0,42.9,3.0,11.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,18.0,37.0,26.0,3.0,55.0,100.0,1.0,0.0,108.0,53.0,1.0,0.0,0.0,0.0,46.0,39.0,84.8,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,50.0
Jannik Vestergaard,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,61.0,85.2,3.0,44.0,9.0,0.0,0.0,1034.0,255.0,18.0,18.0,100.0,27.0,31.0,87.1,7.0,11.0,63.6,0.0,5.0,0.0,0.0,60.0,1.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,14.0,13.0,41.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,33.0,38.0,1.0,0.0,66.0,0.0,0.0,0.0,380.0,216.0,1.0,0.0,1.0,1.0,43.0,43.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,100.0
