player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Callum Wilson,FW,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,10.0,1.0,0.0,0.0,0.0,0.0,0.4,3.0,1.0,12.0,15.0,80.0,0.0,13.0,1.0,1.0,1.0,188.0,12.0,7.0,7.0,100.0,2.0,5.0,40.0,2.0,2.0,100.0,1.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,10.0,5.0,20.0,100.0,1.0,0.0,44.0,9.0,0.0,1.0,4.0,2.0,46.0,13.0,28.3,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,14.3
Ryan Fraser,AM,76.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,10.0,1.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0,17.0,23.0,73.9,2.0,20.0,2.0,1.0,1.0,306.0,99.0,9.0,10.0,90.0,5.0,6.0,83.3,3.0,7.0,42.9,1.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,14.0,2.0,7.0,3.0,18.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,40.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,12.0,16.0,1.0,25.0,100.0,1.0,1.0,91.0,25.0,0.0,0.0,2.0,1.0,32.0,22.0,68.8,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
Dwight Gayle,AM,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,33.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Almirón,"LM,RM",90.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,37.0,23.0,3.0,1.0,0.0,0.4,0.4,0.1,4.0,0.0,17.0,22.0,77.3,0.0,30.0,6.0,2.0,3.0,271.0,3.0,11.0,14.0,78.6,5.0,6.0,83.3,1.0,1.0,100.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,100.0,0.0,8.0,34.8,2.0,12.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,15.0,23.0,2.0,37.0,66.7,2.0,0.0,205.0,80.0,2.0,1.0,3.0,2.0,35.0,24.0,68.6,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,2.0,2.0,50.0
Jacob Murphy,RM,63.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,29.0,16.0,1.0,1.0,3.0,0.1,0.1,0.1,2.0,0.0,7.0,15.0,46.7,1.0,18.0,4.0,2.0,3.0,100.0,47.0,3.0,6.0,50.0,2.0,6.0,33.3,1.0,1.0,100.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,31.3,2.0,6.0,8.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,5.0,10.0,14.0,2.0,29.0,66.7,2.0,0.0,110.0,46.0,0.0,0.0,0.0,2.0,26.0,15.0,57.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,20.0
Allan Saint-Maximin,"LM,RM",27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0,0.0,9.0,9.0,100.0,2.0,15.0,4.0,2.0,3.0,141.0,39.0,5.0,5.0,100.0,3.0,3.0,100.0,1.0,1.0,100.0,1.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,12.0,1.0,15.0,66.7,2.0,0.0,161.0,134.0,1.0,0.0,0.0,3.0,13.0,13.0,100.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jeff Hendrick,DM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,37.0,86.5,3.0,25.0,1.0,0.0,1.0,522.0,118.0,17.0,19.0,89.5,12.0,13.0,92.3,3.0,3.0,100.0,1.0,3.0,0.0,0.0,36.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,7.0,3.0,27.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,44.4,1.0,6.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,11.0,28.0,7.0,0.0,45.0,0.0,0.0,0.0,144.0,39.0,1.0,0.0,0.0,0.0,26.0,22.0,84.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,50.0
Jonjo Shelvey,DM,90.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,57.0,11.0,1.0,1.0,1.0,0.2,0.2,0.2,7.0,1.0,31.0,50.0,62.0,2.0,30.0,4.0,3.0,3.0,724.0,275.0,10.0,14.0,71.4,10.0,15.0,66.7,11.0,20.0,55.0,4.0,6.0,0.0,0.0,40.0,10.0,4.0,0.0,8.0,2.0,2.0,6.0,0.0,4.0,2.0,20.0,4.0,26.0,3.0,41.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,27.3,5.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,10.0,28.0,22.0,3.0,45.0,100.0,3.0,0.0,133.0,68.0,1.0,0.0,0.0,0.0,29.0,26.0,89.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,100.0
Jamal Lewis,LB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,18.0,2.0,0.0,2.0,0.2,0.2,0.0,2.0,0.0,25.0,36.0,69.4,0.0,28.0,3.0,1.0,2.0,404.0,147.0,12.0,16.0,75.0,10.0,13.0,76.9,2.0,6.0,33.3,1.0,0.0,0.0,0.0,31.0,5.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,23.0,4.0,9.0,26.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,5.0,27.8,10.0,7.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,4.0,19.0,18.0,15.0,1.0,43.0,50.0,1.0,0.0,157.0,70.0,1.0,0.0,0.0,0.0,27.0,24.0,88.9,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
Fabian Schär,CB,90.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,57.0,13.0,1.0,4.0,0.0,0.1,0.1,0.0,2.0,0.0,30.0,41.0,73.2,8.0,29.0,3.0,2.0,3.0,652.0,343.0,7.0,11.0,63.6,16.0,20.0,80.0,7.0,10.0,70.0,0.0,5.0,4.0,0.0,40.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,11.0,8.0,25.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.8,5.0,8.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,12.0,31.0,25.0,9.0,0.0,56.0,66.7,2.0,0.0,288.0,217.0,2.0,0.0,0.0,0.0,28.0,26.0,92.9,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,100.0
