player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Johannes Eggestein,"FW,LW",90.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,52.0,8.0,0.0,0.0,1.0,0.1,0.1,0.3,3.0,0.0,33.0,41.0,80.5,3.0,36.0,5.0,0.0,1.0,572.0,93.0,20.0,26.0,76.9,7.0,8.0,87.5,6.0,7.0,85.7,1.0,2.0,1.0,0.0,39.0,2.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,25.0,8.0,8.0,7.0,30.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,62.5,1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,29.0,2.0,50.0,0.0,0.0,0.0,208.0,93.0,1.0,1.0,2.0,3.0,78.0,41.0,52.6,13.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0
Thomas Goiginger,LW,68.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,33.0,8.0,2.0,0.0,2.0,0.1,0.1,0.1,3.0,1.0,13.0,18.0,72.2,0.0,23.0,5.0,1.0,3.0,177.0,8.0,9.0,10.0,90.0,2.0,5.0,40.0,1.0,2.0,50.0,2.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,66.7,1.0,1.0,12.5,1.0,5.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,15.0,17.0,5.0,33.0,33.3,1.0,0.0,84.0,62.0,0.0,2.0,2.0,5.0,40.0,26.0,65.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
Mamoudou Karamoko,"FW,LW",22.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,7.0,11.0,63.6,0.0,11.0,0.0,0.0,0.0,132.0,4.0,4.0,5.0,80.0,1.0,4.0,25.0,2.0,2.0,100.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,1.0,18.0,0.0,0.0,0.0,44.0,7.0,0.0,0.0,1.0,0.0,22.0,15.0,68.2,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Andreas Gruber,RW,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,7.0,1.0,0.0,2.0,0.1,0.1,0.0,0.0,0.0,9.0,17.0,52.9,0.0,10.0,0.0,0.0,0.0,82.0,31.0,6.0,8.0,75.0,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,6.0,6.0,7.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,28.6,1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,8.0,12.0,3.0,23.0,0.0,0.0,0.0,38.0,3.0,0.0,0.0,1.0,0.0,38.0,16.0,42.1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,40.0
Dominik Reiter,RW,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,3.0,1.0,0.0,1.0,72.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,15.0,11.0,1.0,0.0,1.0,0.0,14.0,4.0,28.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
Peter Michorl,CM,90.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,73.0,9.0,5.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,43.0,61.0,70.5,8.0,33.0,4.0,1.0,1.0,823.0,285.0,16.0,20.0,80.0,20.0,23.0,87.0,5.0,15.0,33.3,1.0,7.0,1.0,1.0,55.0,6.0,2.0,0.0,6.0,5.0,2.0,3.0,3.0,0.0,0.0,39.0,5.0,17.0,50.0,7.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,75.0,1.0,5.0,55.6,1.0,6.0,2.0,1.0,0.0,1.0,6.0,3.0,0.0,0.0,9.0,50.0,16.0,0.0,67.0,100.0,1.0,0.0,169.0,96.0,1.0,0.0,0.0,2.0,47.0,45.0,95.7,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,60.0
Mads Emil Madsen,CM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,15.0,3.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,19.0,25.0,76.0,0.0,16.0,2.0,0.0,0.0,379.0,85.0,9.0,11.0,81.8,7.0,9.0,77.8,3.0,4.0,75.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,6.0,17.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,4.0,50.0,2.0,7.0,46.7,2.0,7.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,21.0,10.0,1.0,32.0,0.0,0.0,0.0,91.0,58.0,1.0,1.0,2.0,1.0,23.0,18.0,78.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,50.0
René Renner,WB,90.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,85.0,15.0,5.0,0.0,4.0,0.3,0.3,0.0,3.0,1.0,47.0,68.0,69.1,10.0,54.0,11.0,4.0,5.0,719.0,373.0,20.0,23.0,87.0,27.0,37.0,73.0,0.0,5.0,0.0,1.0,6.0,0.0,0.0,54.0,14.0,0.0,0.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,39.0,10.0,19.0,44.0,5.0,3.0,14.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,0.0,0.0,2.0,5.0,40.0,3.0,3.0,20.0,6.0,7.0,2.0,0.0,0.0,4.0,5.0,2.0,0.0,1.0,17.0,47.0,31.0,2.0,71.0,80.0,4.0,0.0,385.0,258.0,5.0,1.0,4.0,0.0,55.0,44.0,80.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0,6.0,25.0
Reinhold Ranftl,WB,90.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,73.0,12.0,0.0,0.0,3.0,0.1,0.1,0.2,4.0,2.0,37.0,63.0,58.7,3.0,38.0,6.0,2.0,3.0,664.0,190.0,15.0,20.0,75.0,19.0,28.0,67.9,3.0,12.0,25.0,3.0,1.0,1.0,1.0,45.0,18.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,24.0,20.0,19.0,5.0,36.0,3.0,18.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,25.0,5.0,4.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,16.0,34.0,27.0,3.0,55.0,66.7,2.0,0.0,207.0,131.0,2.0,1.0,1.0,0.0,43.0,32.0,74.4,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,17.0,2.0,2.0,50.0
Andrés Andrade Cedeño,CB,90.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,11.0,7.0,1.0,4.0,0.0,0.0,0.1,1.0,1.0,39.0,58.0,67.2,7.0,40.0,2.0,0.0,0.0,858.0,458.0,15.0,19.0,78.9,13.0,19.0,68.4,11.0,19.0,57.9,1.0,7.0,0.0,0.0,58.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,23.0,44.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,0.0,1.0,2.0,3.0,66.7,1.0,6.0,54.5,6.0,4.0,1.0,1.0,0.0,3.0,8.0,5.0,0.0,6.0,38.0,42.0,1.0,0.0,76.0,0.0,0.0,0.0,219.0,99.0,0.0,0.0,1.0,2.0,35.0,34.0,97.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,4.0,2.0,66.7
