player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Dušan Tadić,FW,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,8.0,1.0,0.0,0.0,0.1,0.1,0.2,4.0,0.0,33.0,44.0,75.0,7.0,42.0,7.0,0.0,2.0,552.0,245.0,19.0,22.0,86.4,9.0,12.0,75.0,5.0,9.0,55.6,2.0,3.0,2.0,1.0,39.0,5.0,0.0,0.0,7.0,2.0,4.0,4.0,0.0,1.0,0.0,29.0,3.0,12.0,33.0,8.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,25.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,31.0,7.0,47.0,0.0,0.0,0.0,161.0,72.0,1.0,1.0,1.0,0.0,67.0,44.0,65.7,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
David Neres,LW,80.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.0,9.0,0.0,0.0,1.0,0.2,0.2,0.3,3.0,0.0,38.0,47.0,80.9,1.0,44.0,10.0,0.0,0.0,525.0,125.0,31.0,38.0,81.6,5.0,7.0,71.4,2.0,2.0,100.0,2.0,0.0,3.0,2.0,46.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,40.0,5.0,2.0,39.0,5.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.3,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25.0,32.0,7.0,52.0,0.0,0.0,0.0,226.0,117.0,5.0,1.0,0.0,2.0,60.0,44.0,73.3,13.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0
Lassina Franck Traoré,LW,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,4.0,0.0,0.0,0.0,19.0,8.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,8.0,4.0,50.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antony,RW,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,39.0,17.0,0.0,0.0,1.0,0.2,0.2,0.4,2.0,0.0,25.0,36.0,69.4,3.0,32.0,5.0,0.0,0.0,457.0,158.0,13.0,15.0,86.7,7.0,12.0,58.3,5.0,8.0,62.5,2.0,1.0,3.0,1.0,35.0,1.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,25.0,3.0,8.0,27.0,6.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,29.4,7.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,15.0,18.0,2.0,38.0,0.0,0.0,0.0,156.0,79.0,0.0,1.0,0.0,0.0,44.0,32.0,72.7,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
Ryan Gravenberch,CM,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.0,7.0,2.0,5.0,0.0,0.1,0.1,0.1,3.0,0.0,67.0,74.0,90.5,4.0,69.0,4.0,3.0,4.0,1295.0,268.0,24.0,27.0,88.9,29.0,30.0,96.7,12.0,13.0,92.3,1.0,2.0,2.0,1.0,70.0,4.0,2.0,0.0,12.0,1.0,2.0,1.0,0.0,0.0,0.0,63.0,2.0,9.0,11.0,62.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,2.0,28.6,2.0,3.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,24.0,46.0,21.0,2.0,80.0,75.0,3.0,0.0,265.0,114.0,1.0,1.0,0.0,1.0,66.0,60.0,90.9,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
Edson Álvarez,CM,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,22.0,27.0,81.5,1.0,21.0,0.0,1.0,1.0,510.0,141.0,6.0,9.0,66.7,12.0,13.0,92.3,4.0,5.0,80.0,1.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,9.0,2.0,22.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.7,5.0,6.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,14.0,20.0,4.0,0.0,34.0,100.0,1.0,0.0,91.0,49.0,1.0,0.0,0.0,1.0,25.0,21.0,84.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0
Zakaria Labyad,CM,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,55.6,0.0,5.0,1.0,0.0,0.0,55.0,14.0,4.0,5.0,80.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,8.0,0.0,0.0,0.0,37.0,22.0,1.0,0.0,0.0,0.0,8.0,5.0,62.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
Davy Klaassen,DM,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,8.0,4.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,32.0,37.0,86.5,3.0,25.0,1.0,0.0,1.0,662.0,213.0,10.0,12.0,83.3,16.0,18.0,88.9,5.0,6.0,83.3,0.0,3.0,1.0,0.0,33.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,8.0,8.0,24.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,100.0,0.0,5.0,62.5,4.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,15.0,21.0,11.0,4.0,42.0,0.0,0.0,0.0,67.0,21.0,1.0,0.0,1.0,0.0,41.0,29.0,70.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,33.3
Nicolás Tagliafico,LB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,1.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,43.0,53.0,81.1,4.0,45.0,3.0,1.0,1.0,809.0,363.0,21.0,23.0,91.3,18.0,21.0,85.7,4.0,7.0,57.1,1.0,5.0,1.0,0.0,45.0,8.0,2.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,35.0,7.0,11.0,36.0,9.0,1.0,6.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,36.4,7.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,15.0,29.0,19.0,0.0,50.0,100.0,1.0,0.0,163.0,89.0,1.0,0.0,1.0,1.0,50.0,43.0,86.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0
Daley Blind,CB,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,82.0,82.9,2.0,66.0,3.0,1.0,1.0,1896.0,796.0,7.0,9.0,77.8,39.0,42.0,92.9,22.0,30.0,73.3,0.0,5.0,1.0,0.0,79.0,3.0,3.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,57.0,5.0,20.0,71.0,9.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,100.0,0.0,3.0,33.3,3.0,5.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0,15.0,64.0,37.0,2.0,0.0,90.0,100.0,1.0,0.0,444.0,314.0,1.0,0.0,0.0,0.0,70.0,69.0,98.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,66.7
