player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Michail Antonio,FW,82.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,40.0,9.0,0.0,0.0,3.0,1.6,1.6,0.4,4.0,2.0,14.0,21.0,66.7,2.0,27.0,5.0,2.0,3.0,240.0,45.0,7.0,11.0,63.6,5.0,5.0,100.0,2.0,3.0,66.7,2.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,5.0,10.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.3,2.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,26.0,9.0,40.0,66.7,2.0,0.0,93.0,64.0,1.0,3.0,6.0,4.0,65.0,31.0,47.7,12.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,9.0,25.0
Andriy Yarmolenko,FW,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,3.0,0.0,0.0,0.0,47.0,10.0,1.0,1.0,100.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,28.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Pablo Fornals,LW,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,67.0,6.0,1.0,1.0,5.0,0.1,0.1,0.2,7.0,1.0,42.0,49.0,85.7,4.0,48.0,5.0,2.0,2.0,588.0,197.0,30.0,32.0,93.8,10.0,11.0,90.9,2.0,3.0,66.7,4.0,1.0,2.0,0.0,49.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.0,5.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,16.7,1.0,2.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,13.0,31.0,27.0,2.0,67.0,100.0,2.0,0.0,185.0,80.0,1.0,1.0,1.0,2.0,60.0,51.0,85.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,100.0
Jarrod Bowen,RW,80.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,4.0,1.0,2.0,1.0,0.0,0.0,0.2,2.0,1.0,15.0,21.0,71.4,1.0,24.0,2.0,1.0,2.0,410.0,74.0,6.0,7.0,85.7,3.0,4.0,75.0,6.0,10.0,60.0,1.0,1.0,0.0,0.0,17.0,4.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,8.0,6.0,7.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,11.0,17.0,1.0,26.0,50.0,1.0,0.0,127.0,31.0,0.0,0.0,0.0,2.0,35.0,18.0,51.4,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
Ryan Fredericks,RW,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,4.0,0.0,0.0,0.0,32.0,7.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,7.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,7.0,5.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saïd Benrahma,AM,86.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,50.0,16.0,1.0,0.0,0.0,0.6,0.6,0.9,5.0,0.0,34.0,40.0,85.0,6.0,42.0,14.0,3.0,6.0,575.0,172.0,16.0,17.0,94.1,15.0,18.0,83.3,2.0,3.0,66.7,3.0,6.0,1.0,0.0,38.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,33.0,3.0,4.0,5.0,33.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,18.8,2.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,29.0,26.0,5.0,48.0,50.0,3.0,1.0,346.0,212.0,5.0,1.0,2.0,1.0,55.0,39.0,70.9,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,50.0
Mark Noble,AM,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,0.0,5.0,0.0,0.0,0.0,63.0,17.0,5.0,6.0,83.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Declan Rice,DM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,16.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,49.0,54.0,90.7,2.0,44.0,11.0,1.0,1.0,909.0,174.0,24.0,26.0,92.3,19.0,21.0,90.5,6.0,7.0,85.7,1.0,6.0,1.0,1.0,53.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,47.0,3.0,4.0,9.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,43.8,5.0,8.0,3.0,0.0,0.0,2.0,8.0,2.0,0.0,3.0,13.0,37.0,16.0,2.0,62.0,100.0,1.0,0.0,264.0,144.0,2.0,1.0,0.0,0.0,56.0,48.0,85.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0
Tomáš Souček,DM,90.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,71.0,14.0,4.0,1.0,0.0,0.7,0.7,0.0,0.0,0.0,42.0,58.0,72.4,4.0,37.0,3.0,2.0,2.0,777.0,222.0,22.0,28.0,78.6,13.0,19.0,68.4,6.0,9.0,66.7,0.0,3.0,0.0,0.0,58.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,16.0,5.0,44.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,28.6,5.0,7.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,5.0,23.0,41.0,10.0,2.0,71.0,100.0,2.0,0.0,166.0,68.0,1.0,0.0,2.0,0.0,42.0,37.0,88.1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,26.0,5.0,4.0,55.6
Aaron Cresswell,LB,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,4.0,0.0,3.0,0.0,0.2,0.2,0.3,3.0,1.0,51.0,66.0,77.3,2.0,41.0,3.0,1.0,1.0,951.0,336.0,20.0,26.0,76.9,22.0,24.0,91.7,7.0,12.0,58.3,1.0,3.0,0.0,0.0,57.0,9.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,16.0,12.0,51.0,6.0,1.0,7.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,17.0,42.0,13.0,1.0,58.0,100.0,1.0,0.0,167.0,69.0,1.0,0.0,0.0,0.0,44.0,42.0,95.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,50.0
