player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Ollie Watkins,FW,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,37.0,12.0,1.0,1.0,1.0,0.2,0.2,0.0,4.0,1.0,22.0,23.0,95.7,0.0,22.0,3.0,1.0,1.0,307.0,42.0,14.0,14.0,100.0,7.0,7.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,1.0,3.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,33.3,1.0,4.0,7.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,12.0,24.0,8.0,35.0,100.0,1.0,1.0,68.0,35.0,1.0,0.0,7.0,1.0,65.0,29.0,44.6,15.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,10.0,28.6
Anwar El Ghazi,LW,90.0,2.0,0.0,1.0,1.0,7.0,5.0,0.0,0.0,57.0,8.0,0.0,0.0,1.0,1.4,0.6,0.0,5.0,0.0,29.0,43.0,67.4,4.0,35.0,10.0,2.0,2.0,450.0,99.0,17.0,22.0,77.3,11.0,14.0,78.6,1.0,4.0,25.0,0.0,2.0,3.0,1.0,41.0,2.0,0.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0,29.0,7.0,7.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,25.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25.0,36.0,7.0,53.0,100.0,2.0,0.0,293.0,223.0,5.0,0.0,0.0,2.0,57.0,48.0,84.2,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,40.0
Bertrand Traoré,RW,90.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,73.0,13.0,0.0,1.0,1.0,0.5,0.5,0.2,6.0,1.0,53.0,59.0,89.8,6.0,55.0,10.0,1.0,4.0,1008.0,321.0,26.0,27.0,96.3,20.0,23.0,87.0,7.0,9.0,77.8,2.0,3.0,4.0,1.0,52.0,7.0,4.0,0.0,8.0,1.0,4.0,3.0,0.0,1.0,0.0,47.0,3.0,9.0,51.0,6.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,46.2,1.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,34.0,43.0,4.0,67.0,25.0,2.0,1.0,386.0,204.0,6.0,1.0,0.0,4.0,60.0,56.0,93.3,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Jack Grealish,AM,90.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,90.0,14.0,1.0,1.0,1.0,0.0,0.0,0.5,12.0,3.0,72.0,83.0,86.7,14.0,75.0,25.0,3.0,4.0,1157.0,320.0,39.0,42.0,92.9,21.0,23.0,91.3,9.0,10.0,90.0,8.0,5.0,6.0,0.0,80.0,3.0,2.0,0.0,19.0,1.0,3.0,1.0,1.0,0.0,0.0,74.0,6.0,3.0,4.0,77.0,0.0,0.0,2.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,35.7,3.0,6.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,39.0,62.0,13.0,88.0,75.0,3.0,0.0,838.0,536.0,11.0,6.0,2.0,0.0,92.0,77.0,83.7,9.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0
John McGinn,DM,90.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,66.0,11.0,5.0,1.0,1.0,0.2,0.2,0.0,2.0,1.0,45.0,52.0,86.5,10.0,49.0,6.0,3.0,4.0,1109.0,461.0,14.0,15.0,93.3,19.0,22.0,86.4,11.0,13.0,84.6,0.0,14.0,3.0,0.0,51.0,1.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,13.0,47.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,100.0,0.0,5.0,45.5,2.0,8.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,10.0,39.0,22.0,7.0,65.0,75.0,4.0,0.0,213.0,111.0,1.0,1.0,0.0,2.0,60.0,49.0,81.7,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,9.0,2.0,4.0,33.3
Douglas Luiz,DM,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,17.0,1.0,1.0,1.0,0.0,0.0,0.2,4.0,0.0,61.0,67.0,91.0,3.0,46.0,6.0,1.0,1.0,1207.0,264.0,20.0,22.0,90.9,26.0,27.0,96.3,10.0,11.0,90.9,2.0,3.0,1.0,0.0,64.0,3.0,2.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,7.0,9.0,6.0,55.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,4.0,23.5,6.0,4.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,14.0,37.0,27.0,2.0,71.0,100.0,1.0,0.0,277.0,123.0,0.0,0.0,2.0,2.0,55.0,50.0,90.9,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,3.0,40.0
Matt Targett,LB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,7.0,2.0,2.0,1.0,0.0,0.0,0.1,2.0,0.0,63.0,79.0,79.7,7.0,44.0,1.0,0.0,0.0,1008.0,363.0,34.0,38.0,89.5,25.0,31.0,80.6,3.0,8.0,37.5,2.0,2.0,3.0,0.0,69.0,10.0,0.0,0.0,13.0,3.0,4.0,0.0,0.0,0.0,0.0,49.0,17.0,13.0,50.0,10.0,5.0,10.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,66.7,1.0,4.0,57.1,3.0,4.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,25.0,34.0,32.0,5.0,79.0,0.0,0.0,0.0,180.0,100.0,0.0,0.0,1.0,0.0,58.0,56.0,96.6,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,6.0,3.0,66.7
Tyrone Mings,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,58.0,70.0,82.9,7.0,48.0,9.0,0.0,0.0,1383.0,414.0,8.0,10.0,80.0,37.0,37.0,100.0,13.0,23.0,56.5,1.0,11.0,0.0,0.0,68.0,2.0,2.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,51.0,6.0,13.0,44.0,17.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,28.6,3.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,30.0,54.0,1.0,1.0,78.0,0.0,0.0,0.0,327.0,187.0,0.0,0.0,0.0,0.0,48.0,48.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,1.0,87.5
Kortney Hause,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,55.0,85.5,1.0,42.0,1.0,0.0,0.0,1047.0,239.0,5.0,7.0,71.4,32.0,35.0,91.4,8.0,10.0,80.0,0.0,4.0,0.0,0.0,54.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,10.0,42.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.7,5.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,6.0,27.0,35.0,2.0,2.0,62.0,0.0,0.0,0.0,168.0,75.0,0.0,0.0,1.0,0.0,42.0,40.0,95.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,100.0
Matty Cash,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,10.0,2.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,59.0,78.0,75.6,5.0,56.0,6.0,1.0,1.0,984.0,255.0,27.0,29.0,93.1,28.0,35.0,80.0,3.0,12.0,25.0,1.0,5.0,1.0,1.0,71.0,7.0,0.0,0.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,50.0,8.0,20.0,7.0,59.0,3.0,7.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,3.0,30.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,18.0,41.0,26.0,3.0,75.0,100.0,1.0,0.0,392.0,235.0,2.0,0.0,0.0,0.0,62.0,61.0,98.4,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,66.7
