player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Harry Kane,FW,90.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,38.0,9.0,0.0,0.0,3.0,0.1,0.1,0.2,1.0,1.0,19.0,25.0,76.0,5.0,21.0,4.0,1.0,3.0,274.0,112.0,10.0,12.0,83.3,5.0,7.0,71.4,2.0,2.0,100.0,1.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,4.0,0.0,19.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.3,2.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,24.0,14.0,5.0,38.0,33.3,1.0,0.0,102.0,53.0,2.0,0.0,3.0,0.0,49.0,32.0,65.3,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,50.0
Son Heung-min,LW,89.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,54.0,15.0,1.0,0.0,0.0,0.4,0.4,0.0,3.0,0.0,36.0,45.0,80.0,3.0,32.0,6.0,0.0,1.0,493.0,101.0,23.0,25.0,92.0,7.0,11.0,63.6,2.0,4.0,50.0,0.0,4.0,1.0,0.0,40.0,5.0,1.0,0.0,13.0,2.0,0.0,3.0,3.0,0.0,0.0,31.0,9.0,5.0,5.0,33.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,20.0,4.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,26.0,25.0,5.0,49.0,0.0,0.0,0.0,160.0,90.0,1.0,1.0,0.0,2.0,58.0,38.0,65.5,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,33.3
Joe Rodon,LW,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Moura,RW,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,17.0,76.5,5.0,15.0,5.0,0.0,1.0,275.0,95.0,4.0,7.0,57.1,6.0,6.0,100.0,3.0,3.0,100.0,1.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,10.0,2.0,20.0,0.0,0.0,0.0,134.0,73.0,2.0,1.0,2.0,0.0,28.0,18.0,64.3,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Érik Lamela,RW,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.0,10.0,2.0,1.0,0.0,0.1,0.1,0.0,2.0,1.0,14.0,20.0,70.0,2.0,18.0,4.0,0.0,0.0,250.0,48.0,9.0,11.0,81.8,3.0,4.0,75.0,2.0,5.0,40.0,1.0,2.0,1.0,0.0,17.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,13.0,2.0,5.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,2.0,6.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,14.0,14.0,4.0,24.0,0.0,0.0,0.0,158.0,68.0,1.0,0.0,1.0,1.0,22.0,19.0,86.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tanguy Ndombele,AM,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,14.0,0.0,1.0,0.0,0.0,0.0,0.2,2.0,0.0,41.0,49.0,83.7,2.0,42.0,10.0,4.0,7.0,707.0,148.0,18.0,22.0,81.8,16.0,18.0,88.9,5.0,7.0,71.4,1.0,5.0,0.0,0.0,47.0,2.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,10.0,2.0,3.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.6,7.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,37.0,17.0,2.0,56.0,57.1,4.0,1.0,166.0,106.0,1.0,1.0,0.0,1.0,50.0,47.0,94.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
Giovani Lo Celso,AM,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,14.0,14.0,100.0,0.0,11.0,3.0,0.0,0.0,214.0,17.0,5.0,5.0,100.0,6.0,6.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,3.0,15.0,0.0,0.0,0.0,77.0,38.0,1.0,1.0,0.0,0.0,16.0,15.0,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre Højbjerg,CM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,15.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,97.0,110.0,88.2,9.0,83.0,10.0,0.0,2.0,1960.0,609.0,30.0,33.0,90.9,53.0,58.0,91.4,12.0,17.0,70.6,0.0,10.0,0.0,0.0,108.0,2.0,2.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,88.0,6.0,16.0,13.0,89.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,6.0,9.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,30.0,88.0,15.0,0.0,119.0,0.0,0.0,0.0,385.0,218.0,3.0,0.0,2.0,1.0,100.0,97.0,97.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,4.0,3.0,57.1
Moussa Sissoko,CM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,14.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,48.0,93.8,2.0,39.0,4.0,0.0,0.0,899.0,162.0,15.0,16.0,93.8,22.0,23.0,95.7,8.0,9.0,88.9,0.0,5.0,0.0,0.0,48.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0,4.0,3.0,6.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.4,8.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,14.0,37.0,6.0,0.0,54.0,0.0,0.0,0.0,203.0,133.0,2.0,0.0,0.0,1.0,41.0,40.0,97.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0
Ben Davies,LB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,13.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,78.0,75.6,2.0,54.0,9.0,0.0,0.0,874.0,339.0,28.0,30.0,93.3,23.0,30.0,76.7,2.0,9.0,22.2,0.0,2.0,0.0,0.0,63.0,15.0,1.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,43.0,15.0,20.0,55.0,5.0,2.0,14.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,15.4,1.0,7.0,5.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,22.0,40.0,32.0,2.0,71.0,0.0,0.0,0.0,288.0,176.0,3.0,2.0,1.0,0.0,63.0,56.0,88.9,5.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,4.0,2.0,66.7
Eric Dier,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,77.0,84.4,2.0,57.0,5.0,0.0,0.0,1542.0,451.0,18.0,20.0,90.0,31.0,35.0,88.6,16.0,20.0,80.0,0.0,5.0,1.0,0.0,75.0,2.0,2.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,8.0,14.0,11.0,57.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.9,6.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,12.0,54.0,35.0,1.0,0.0,83.0,0.0,0.0,0.0,364.0,225.0,1.0,0.0,0.0,0.0,59.0,58.0,98.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,5.0,50.0
Toby Alderweireld,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,6.0,0.0,0.0,3.0,0.0,0.0,0.1,1.0,0.0,54.0,63.0,85.7,1.0,41.0,2.0,0.0,0.0,1282.0,177.0,14.0,16.0,87.5,27.0,27.0,100.0,13.0,20.0,65.0,1.0,1.0,1.0,0.0,62.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,11.0,12.0,47.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66.7,3.0,3.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,10.0,45.0,32.0,0.0,0.0,69.0,0.0,0.0,0.0,227.0,113.0,0.0,0.0,0.0,0.0,52.0,52.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0,33.3
Matt Doherty,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,60.0,83.3,5.0,47.0,7.0,0.0,1.0,804.0,301.0,26.0,29.0,89.7,22.0,24.0,91.7,2.0,6.0,33.3,1.0,1.0,3.0,0.0,53.0,7.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,39.0,9.0,12.0,4.0,46.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,50.0,2.0,1.0,9.1,6.0,2.0,3.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,17.0,32.0,27.0,3.0,64.0,0.0,1.0,0.0,219.0,135.0,2.0,0.0,0.0,2.0,53.0,47.0,88.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,100.0
