player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Kai Havertz,FW,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,87.5,0.0,16.0,1.0,0.0,1.0,172.0,27.0,10.0,10.0,100.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,16.0,4.0,0.0,22.0,0.0,0.0,0.0,31.0,21.0,1.0,0.0,1.0,1.0,30.0,16.0,53.3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
Fikayo Tomori,CB,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,93.1,0.0,21.0,0.0,0.0,0.0,574.0,161.0,6.0,6.0,100.0,17.0,18.0,94.4,4.0,5.0,80.0,0.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,2.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,100.0,0.0,1.0,33.3,3.0,0.0,0.0,3.0,0.0,1.0,4.0,8.0,0.0,19.0,36.0,6.0,0.0,0.0,40.0,0.0,0.0,0.0,90.0,38.0,0.0,0.0,0.0,0.0,21.0,21.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Timo Werner,LW,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,8.0,1.0,0.0,0.0,0.1,0.1,0.1,3.0,0.0,23.0,32.0,71.9,3.0,38.0,7.0,5.0,10.0,329.0,88.0,14.0,15.0,93.3,9.0,11.0,81.8,0.0,2.0,0.0,1.0,1.0,0.0,0.0,29.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,3.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,22.0,12.0,4.0,39.0,50.0,7.0,1.0,226.0,144.0,1.0,2.0,0.0,0.0,40.0,28.0,70.0,7.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0
Mason Mount,RW,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,26.0,35.0,74.3,2.0,36.0,5.0,1.0,3.0,432.0,122.0,16.0,19.0,84.2,7.0,9.0,77.8,2.0,3.0,66.7,0.0,1.0,2.0,1.0,34.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,8.0,4.0,3.0,29.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,20.0,8.0,12.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,17.0,29.0,9.0,1.0,48.0,33.3,1.0,0.0,175.0,101.0,3.0,0.0,1.0,1.0,50.0,34.0,68.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,100.0
Mateo Kovačić,CM,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,57.0,61.0,93.4,5.0,61.0,0.0,2.0,2.0,1191.0,249.0,18.0,18.0,100.0,25.0,27.0,92.6,12.0,14.0,85.7,0.0,4.0,0.0,0.0,60.0,1.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,4.0,5.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,21.4,5.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,31.0,33.0,4.0,0.0,66.0,100.0,2.0,0.0,248.0,90.0,0.0,0.0,0.0,0.0,59.0,55.0,93.2,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,50.0
Tammy Abraham,"FW,CM",12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,5.0,60.0,0.0,3.0,1.0,0.0,0.0,39.0,6.0,2.0,2.0,100.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,1.0,1.0,8.0,0.0,0.0,0.0,15.0,10.0,0.0,1.0,0.0,0.0,8.0,6.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
N'Golo Kanté,CM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,16.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,32.0,39.0,82.1,0.0,42.0,2.0,4.0,6.0,459.0,93.0,18.0,21.0,85.7,11.0,11.0,100.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,3.0,5.0,32.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,33.3,2.0,10.0,62.5,11.0,5.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,3.0,23.0,30.0,5.0,2.0,55.0,66.7,4.0,1.0,133.0,53.0,0.0,0.0,1.0,3.0,44.0,35.0,79.5,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0
Jorginho,DM,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,16.0,3.0,1.0,1.0,0.8,0.0,0.1,1.0,0.0,45.0,52.0,86.5,0.0,44.0,0.0,0.0,0.0,783.0,186.0,28.0,31.0,90.3,10.0,12.0,83.3,7.0,9.0,77.8,1.0,3.0,0.0,0.0,52.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,9.0,7.0,40.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,6.0,37.5,7.0,9.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,10.0,36.0,25.0,3.0,2.0,61.0,0.0,0.0,0.0,78.0,21.0,0.0,0.0,1.0,0.0,45.0,45.0,100.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Ross Barkley,"CM,DM",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,5.0,0.0,1.0,1.0,108.0,7.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,100.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Marcos Alonso,LB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,43.0,52.0,82.7,3.0,47.0,5.0,1.0,2.0,800.0,303.0,22.0,25.0,88.0,15.0,18.0,83.3,6.0,8.0,75.0,1.0,2.0,0.0,0.0,50.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0,8.0,39.0,8.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.2,8.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,35.0,24.0,7.0,1.0,57.0,50.0,1.0,0.0,272.0,198.0,0.0,0.0,0.0,2.0,46.0,42.0,91.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0
