player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Olivier Giroud,FW,70.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.7,0.7,0.1,1.0,0.0,10.0,13.0,76.9,0.0,7.0,0.0,0.0,0.0,146.0,10.0,7.0,10.0,70.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,22.2,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,7.0,11.0,6.0,20.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,1.0,2.0,35.0,14.0,40.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0
Tammy Abraham,FW,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,15.0,3.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.7,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,50.0
Christian Pulisic,"LW,RW",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,6.0,0.0,0.0,1.0,0.0,0.0,0.3,4.0,0.0,37.0,45.0,82.2,6.0,54.0,12.0,4.0,6.0,709.0,168.0,14.0,17.0,82.4,18.0,21.0,85.7,4.0,5.0,80.0,2.0,3.0,6.0,1.0,45.0,0.0,0.0,0.0,7.0,3.0,5.0,0.0,0.0,0.0,0.0,30.0,7.0,8.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.3,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,21.0,36.0,5.0,56.0,66.7,4.0,0.0,313.0,198.0,3.0,2.0,2.0,2.0,62.0,48.0,77.4,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,33.3
Timo Werner,"RW,LW",90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,40.0,13.0,0.0,0.0,0.0,0.4,0.4,0.0,4.0,1.0,24.0,31.0,77.4,4.0,28.0,8.0,1.0,3.0,324.0,101.0,14.0,19.0,73.7,10.0,11.0,90.9,0.0,1.0,0.0,0.0,2.0,0.0,0.0,30.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,2.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,30.8,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,28.0,7.0,39.0,33.3,1.0,0.0,149.0,101.0,1.0,1.0,3.0,1.0,35.0,30.0,85.7,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Mason Mount,CM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,23.0,3.0,1.0,0.0,0.0,0.0,0.1,1.0,0.0,35.0,41.0,85.4,5.0,35.0,7.0,1.0,2.0,630.0,195.0,17.0,17.0,100.0,15.0,18.0,83.3,3.0,4.0,75.0,1.0,3.0,1.0,0.0,37.0,4.0,0.0,0.0,8.0,2.0,2.0,2.0,0.0,2.0,0.0,31.0,7.0,3.0,7.0,31.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,6.0,26.1,4.0,9.0,10.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,5.0,22.0,25.0,5.0,44.0,50.0,1.0,0.0,258.0,158.0,2.0,0.0,1.0,1.0,45.0,33.0,73.3,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,12.5
Kai Havertz,CM,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,76.5,1.0,26.0,6.0,0.0,2.0,377.0,74.0,16.0,19.0,84.2,9.0,11.0,81.8,1.0,1.0,100.0,0.0,2.0,0.0,0.0,34.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,2.0,25.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,17.4,3.0,9.0,11.0,0.0,0.0,1.0,1.0,5.0,0.0,5.0,13.0,18.0,16.0,2.0,43.0,0.0,0.0,0.0,172.0,105.0,2.0,0.0,0.0,0.0,39.0,31.0,79.5,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,25.0
Mateo Kovačić,CM,20.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,15.0,6.0,1.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,9.0,10.0,90.0,1.0,12.0,2.0,0.0,0.0,219.0,45.0,2.0,2.0,100.0,6.0,6.0,100.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.7,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,10.0,5.0,0.0,15.0,0.0,0.0,0.0,106.0,72.0,1.0,0.0,0.0,0.0,12.0,12.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
N'Golo Kanté,DM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,24.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,56.0,83.9,1.0,41.0,2.0,3.0,3.0,994.0,186.0,18.0,20.0,90.0,20.0,26.0,76.9,8.0,9.0,88.9,2.0,4.0,0.0,0.0,54.0,2.0,2.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,37.0,7.0,12.0,6.0,47.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,100.0,0.0,10.0,41.7,9.0,12.0,3.0,0.0,0.0,0.0,7.0,4.0,0.0,4.0,17.0,42.0,14.0,0.0,70.0,100.0,3.0,0.0,146.0,53.0,1.0,0.0,3.0,0.0,47.0,46.0,97.9,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,50.0
Ben Chilwell,LB,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,16.0,1.0,4.0,1.0,0.0,0.0,0.3,3.0,1.0,72.0,98.0,73.5,8.0,64.0,10.0,1.0,2.0,1095.0,547.0,40.0,42.0,95.2,28.0,39.0,71.8,3.0,14.0,21.4,3.0,10.0,1.0,1.0,76.0,22.0,5.0,0.0,7.0,2.0,12.0,4.0,2.0,2.0,0.0,56.0,18.0,24.0,71.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,18.8,5.0,7.0,4.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,23.0,52.0,49.0,1.0,86.0,50.0,1.0,0.0,687.0,530.0,7.0,0.0,1.0,2.0,78.0,72.0,92.3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,25.0
Thiago Silva,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,10.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,51.0,59.0,86.4,1.0,38.0,7.0,0.0,0.0,1263.0,368.0,13.0,18.0,72.2,20.0,21.0,95.2,18.0,19.0,94.7,0.0,0.0,0.0,0.0,58.0,1.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0,7.0,7.0,7.0,47.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,5.0,50.0,6.0,4.0,0.0,2.0,0.0,2.0,4.0,5.0,0.0,13.0,32.0,39.0,5.0,1.0,70.0,0.0,0.0,0.0,273.0,171.0,1.0,0.0,0.0,0.0,45.0,45.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,100.0
