player,position,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Roberto Firmino,FW,77.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,33.0,15.0,1.0,0.0,0.0,0.1,0.1,0.1,4.0,0.0,24.0,28.0,85.7,2.0,22.0,5.0,1.0,1.0,326.0,65.0,14.0,16.0,87.5,6.0,6.0,100.0,1.0,1.0,100.0,2.0,2.0,0.0,0.0,27.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,7.0,1.0,4.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,20.0,2.0,8.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,17.0,17.0,5.0,32.0,100.0,1.0,0.0,139.0,99.0,5.0,1.0,1.0,0.0,42.0,22.0,52.4,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0
Diogo Jota,FW,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,8.0,9.0,88.9,1.0,9.0,5.0,1.0,1.0,92.0,18.0,4.0,4.0,100.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,9.0,100.0,1.0,0.0,88.0,74.0,2.0,1.0,0.0,0.0,8.0,8.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sadio Mané,LW,90.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,63.0,17.0,1.0,0.0,2.0,0.8,0.8,0.3,8.0,0.0,29.0,40.0,72.5,1.0,42.0,10.0,2.0,4.0,552.0,99.0,11.0,14.0,78.6,16.0,19.0,84.2,2.0,6.0,33.3,2.0,2.0,2.0,1.0,39.0,1.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,23.0,9.0,8.0,9.0,25.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,35.3,3.0,6.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,30.0,33.0,9.0,62.0,50.0,2.0,1.0,208.0,137.0,3.0,2.0,8.0,0.0,66.0,49.0,74.2,18.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,6.0,2.0,3.0,40.0
Mohamed Salah,RW,90.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,52.0,20.0,2.0,0.0,0.0,0.3,0.3,0.2,4.0,0.0,27.0,31.0,87.1,7.0,42.0,6.0,1.0,6.0,431.0,162.0,15.0,15.0,100.0,8.0,10.0,80.0,2.0,3.0,66.7,1.0,3.0,3.0,0.0,31.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,8.0,1.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,6.0,30.0,3.0,8.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,20.0,30.0,9.0,52.0,16.7,3.0,0.0,145.0,88.0,2.0,1.0,6.0,3.0,73.0,47.0,64.4,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,12.5
Thiago Alcántara,CM,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,86.0,16.0,4.0,2.0,1.0,0.0,0.0,0.2,4.0,0.0,66.0,74.0,89.2,11.0,70.0,8.0,4.0,4.0,1406.0,363.0,22.0,25.0,88.0,29.0,31.0,93.5,12.0,14.0,85.7,3.0,7.0,1.0,0.0,70.0,4.0,4.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,49.0,12.0,13.0,5.0,67.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,2.0,2.0,100.0,0.0,4.0,25.0,3.0,12.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,11.0,56.0,22.0,1.0,83.0,100.0,4.0,0.0,237.0,159.0,2.0,0.0,2.0,0.0,61.0,60.0,98.4,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0
Jordan Henderson,CM,90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,75.0,13.0,3.0,0.0,1.0,0.6,0.6,0.1,3.0,0.0,50.0,63.0,79.4,11.0,49.0,5.0,0.0,1.0,1030.0,343.0,17.0,21.0,81.0,25.0,28.0,89.3,6.0,11.0,54.5,1.0,6.0,2.0,0.0,60.0,3.0,1.0,0.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,35.0,11.0,17.0,11.0,50.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,33.3,2.0,4.0,30.8,4.0,7.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,9.0,42.0,24.0,5.0,72.0,0.0,0.0,0.0,189.0,99.0,0.0,0.0,0.0,0.0,61.0,54.0,88.5,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
Fabinho,DM,89.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,58.0,20.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,76.9,4.0,36.0,3.0,0.0,1.0,788.0,188.0,15.0,18.0,83.3,21.0,24.0,87.5,4.0,9.0,44.4,0.0,2.0,0.0,0.0,51.0,1.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0,8.0,2.0,47.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,3.0,66.7,1.0,6.0,30.0,6.0,10.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,11.0,40.0,8.0,1.0,57.0,0.0,1.0,0.0,135.0,72.0,0.0,0.0,0.0,0.0,40.0,37.0,92.5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0
Georginio Wijnaldum,DM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,2.0,1.0,0.0,0.0,70.0,18.0,1.0,1.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,29.0,8.0,1.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Andrew Robertson,LB,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,8.0,1.0,1.0,2.0,0.0,0.0,0.4,5.0,2.0,51.0,62.0,82.3,6.0,54.0,8.0,1.0,1.0,928.0,375.0,23.0,25.0,92.0,22.0,25.0,88.0,5.0,10.0,50.0,3.0,2.0,4.0,2.0,56.0,6.0,0.0,0.0,7.0,3.0,8.0,3.0,1.0,2.0,0.0,40.0,11.0,11.0,56.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,15.0,27.0,32.0,4.0,63.0,100.0,1.0,0.0,270.0,203.0,1.0,1.0,2.0,0.0,51.0,48.0,94.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0
Virgil van Dijk,CB,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,70.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
